series,rating_avg,genres,pages,publication_type,publication_info,author_books,author_followers
False,3.88,"Mystery,Fiction,Fantasy,Audiobook,Adult,Contemporary,Paranormal",359 pages, Hardcover,"First published October 1, 2019",3,814
True,4.04,"Fantasy,Science Fiction,Dragons,Fiction,Science Fiction Fantasy,Adult,Young Adult",353 pages, Mass Market Paperback,"First published August 1, 1996",568,7225
True,3.87,"Romance,Contemporary Romance,Contemporary,Dark,Mystery,New Adult,Romantic Suspense",282 pages, Paperback,"First published March 9, 2021",164,8030
False,4.15,"Graphic Novels,LGBT,Fantasy,Romance,Young Adult,Queer,Comics",256 pages, Hardcover,"First published June 1, 2021",38,1896
True,4.04,"Historical Fiction,Fiction,Historical,Westerns,Adult Fiction,Adult,Romance",402 pages, Paperback,"First published April 21, 2005",8,1260
False,3.08,"Fiction,Mystery,Literary Fiction",368 pages, Hardcover,"First published April 25, 2017",3,40
False,3.96,"Fiction,Thriller,Mystery,Legal Thriller,Crime,Suspense,Mystery Thriller",416 pages, Paperback,"First published February 26, 1997",711,80.4k
True,3.96,"Time Travel,Romance,Fantasy,Time Travel Romance,Contemporary,Adult,Paranormal",200 pages, Unknown Binding,"First published February 24, 2014",160,684
False,4.3,"Nonfiction,Sports,Health,Fitness,Science,Adventure,Audiobook",287 pages, Hardcover,"First published April 23, 2009",23,1148
False,4.18,Christian,154 pages, Paperback,"First published January 1, 2009",13,16
False,3.84,"History,Nonfiction,Audiobook,Biography,Humor,American History,Historical",274 pages, Hardcover,"First published October 20, 2015",20,3085
True,4.55,"Fantasy,High Fantasy,Mythology,Fiction",795 pages, Kindle Edition,"First published December 7, 2020",13,244
False,3.53,"Horror,Thriller,Fiction,Music,Splatterpunk,Crime,Pulp",406 pages, Mass Market Paperback,"First published January 1, 1988",183,131
False,3.9,"Horror,Short Stories,Collections,Pulp,Mystery",177 pages, Paperback,"First published January 1, 1987",955,1167
True,4.23,"Romance,Paranormal,Paranormal Romance,Fantasy,Mystery,Science Fiction,Futuristic",323 pages, Mass Market Paperback,"First published July 28, 2015",50,1990
True,4.09,"Mystery,Fiction,Italy,Crime,Thriller,Audiobook,Mystery Thriller",262 pages, Hardcover,"First published March 9, 2023",122,2567
True,3.47,"Young Adult,Contemporary,LGBT,Fiction,Mental Health,Queer,Realistic Fiction",344 pages, Hardcover,"First published September 5, 2017",7,450
True,3.88,"Mystery,Fiction,Crime,Mystery Thriller,British Literature,Cozy Mystery,Detective",306 pages, Paperback,"First published January 1, 1989",44,533
False,4.46,"Programming,Computer Science,Technology,Nonfiction,Software,Technical,Computers",657 pages, Paperback,"First published January 1, 1984",36,92
True,4.02,"BDSM,Dark,Erotica,Romance,Adult,Novella,Contemporary",120 pages, ebook,"First published May 5, 2014",109,9376
True,4.4,"Dark,Romance,Abuse,Contemporary,Contemporary Romance,Adult,New Adult",556 pages, Paperback,"First published April 16, 2017",45,22.4k
False,4.27,"Art,History,Art History,History Of Science,Nonfiction",442 pages, Paperback,"First published September 27, 2011",10,0
False,4.08,"Fiction,Thriller,Mystery,Crime,Southern Gothic,Mystery Thriller,Southern",272 pages, Hardcover,"First published August 18, 2020",8,1627
False,4.19,"Fiction,Queer,LGBT,Gay,20th Century,Literature,Gay Fiction",176 pages, Paperback,"First published January 1, 1985",32,37
False,3.33,"Fiction,Literature,Serbian Literature,Mystery,Novels,Fantasy,Magical Realism",217 pages, Paperback,"First published January 1, 2003",214,278
False,3.93,"Chick Lit,Fiction,Romance,Southern,Audiobook,Contemporary,Contemporary Romance",422 pages, Hardcover,"First published June 23, 2009",57,11.3k
False,4.21,"Nonfiction,Memoir,Essays,Race,Audiobook,Social Justice,Anti Racist",209 pages, Hardcover,"First published February 25, 2020",11,816
True,4.03,"Thriller,Mystery,Horror,Fiction,Mystery Thriller,Suspense,Science Fiction",464 pages, Mass Market Paperback,"First published January 1, 1997",157,12k
True,4.06,"Mystery,Fiction,Mystery Thriller,Crime,Audiobook,Suspense,Thriller",374 pages, Hardcover,"First published January 1, 2008",123,3696
False,3.94,"Business,Leadership,Management,Nonfiction,Self Help,Buisness,Personal Development",271 pages, Hardcover,"First published May 5, 1998",85,572
False,3.95,"Nonfiction,Biography,Religion,Memoir,Politics,Islam,Autobiography",277 pages, Hardcover,"First published April 1, 2010",43,2159
False,3.75,"Politics,Nonfiction,Law,Terrorism,History,War,United States",256 pages, Hardcover,"First published September 10, 2007",15,21
True,4.13,"Fantasy,Middle Grade,Childrens,Fiction,Adventure,Magic,Young Adult",224 pages, Hardcover,"First published September 2, 2014",32,5753
False,3.85,"Science,Nonfiction,Evolution,Anthropology",178 pages, Paperback,"First published January 1, 1982",39,39
False,3.88,,ebook,ebook,"First published April 18, 2015",7,10
False,3.76,"Fantasy,Historical Fiction,Young Adult,Retellings,Historical,Romance,Fiction",337 pages, Hardcover,"First published May 7, 2019",14,2716
True,3.77,"Fiction,Romance,Contemporary,Chick Lit,Adult Fiction,Womens Fiction,Novels",324 pages, Paperback,"First published January 1, 1993",24,169
True,4.13,"Fantasy,Romance,Monsters,Paranormal,Paranormal Romance,Fantasy Romance,Omegaverse",265 pages, Kindle Edition,"First published March 1, 2023",40,1415
False,3.91,"Fiction,Lebanon,Historical Fiction,Novels,Literature,Historical,20th Century",544 pages, Paperback,"First published January 1, 1998",30,306
False,4.24,"History,Nonfiction,Anthropology,Science,Travel,Audiobook,Historical",365 pages, Hardcover,"First published March 15, 2019",41,134
True,4.13,"Fantasy,M M Romance,Historical,Romance,Military Fiction,LGBT,Gay",336 pages, Kindle Edition,"First published August 25, 2023",79,640
True,3.94,"Fiction,Thriller,Adventure,Espionage,Military Fiction,Suspense,Aviation",294 pages, Mass Market Paperback,"First published January 1, 1980",113,82
True,4.12,"Fantasy,Urban Fantasy,Fiction,Horror,Russia,Vampires,Paranormal",384 pages, Paperback,"First published January 1, 2006",223,2487
False,3.7,"History,Nonfiction,English Civil War,War,17th Century,European History,British Literature",680 pages, Hardcover,"First published January 1, 2006",13,40
False,4.36,"Nonfiction,Self Help,Psychology,Personal Development,Productivity,Audiobook,Business",319 pages, Kindle Edition,"First published October 16, 2018",45,12k
True,3.75,"Fantasy,Fiction,Epic Fantasy,High Fantasy,Science Fiction Fantasy,Adventure,Epic",553 pages, Paperback,"First published November 1, 2002",82,621
False,3.67,,330 pages, Hardcover,"First published January 1, 1980",165,2
False,4.11,"Biography,Nonfiction,Audiobook,Biography Memoir,Humor,Memoir,Comedy",544 pages, Hardcover,"First published May 15, 2018",6,102
False,3.71,"Fiction,Africa,Historical Fiction,Literary Fiction,Zimbabwe,Contemporary,Politics",416 pages, Hardcover,"First published March 8, 2022",14,642
False,3.92,"Romance,Fiction,Chick Lit,Contemporary,Drama,Contemporary Romance,Christmas",Audio Cassette,Audio Cassette,"First published January 1, 2000",763,14.1k
True,3.97,,251 pages, Mass Market Paperback,"First published January 1, 1993",22,3
False,3.75,Nature,228 pages, Hardcover,"First published January 1, 2004",9,0
True,4.18,"Fantasy,Fiction,Dragons,Epic Fantasy,High Fantasy,Magic,Science Fiction Fantasy",480 pages, Hardcover,"First published May 1, 2008",90,1526
False,4.02,"Historical Romance,Romance,Historical,Westerns,Historical Fiction,Western Romance,Adult",292 pages, Paperback,"First published January 1, 1991",42,427
True,4.13,"Fantasy,Romance,Young Adult,Science Fiction,New Adult,Paranormal,Aliens",282 pages, Mass Market Paperback,"First published September 8, 2015",19,6660
False,4.02,"Picture Books,Childrens,Animals,Family,Storytime,Fiction,Adventure",32 pages, Paperback,"First published January 1, 1999",82,395
True,4.36,"Urban Fantasy,Fantasy,Fae,Paranormal,Fiction,Magic,Mystery",420 pages, Mass Market Paperback,"First published September 1, 2016",476,16k
False,3.67,,Mass Market Paperback,Mass Market Paperback,"First published January 1, 1993",19,16
True,4.05,"Biography,France,French Literature,20th Century,Nonfiction,Belgium,Autobiography",340 pages, Mass Market Paperback,"First published January 1, 1988",211,1403
True,3.98,"Fiction,Mystery,Audiobook,Thriller,Mystery Thriller,Suspense,Contemporary",352 pages, Hardcover,"First published October 7, 2014",66,13.7k
True,4.16,"Urban Fantasy,Paranormal,Fantasy,Paranormal Romance,Vampires,Romance,Angels",392 pages, Mass Market Paperback,"First published June 26, 2012",109,5848
True,3.89,"Romance,Fantasy,Dark,Retellings,Contemporary,Audiobook,Adult",282 pages, Kindle Edition,"First published April 19, 2022",18,14.9k
True,4.08,"Romance,Contemporary Romance,Contemporary,Fiction,Adult,Chick Lit,Audiobook",594 pages, Kindle Edition,"First published February 21, 2023",63,39.8k
False,3.96,"Picture Books,Art,Childrens,Surreal,France,Magical Realism,Historical Fiction",32 pages, Hardcover,"First published May 1, 1995",164,30
False,3.79,"Fiction,Historical Fiction,Historical,Literary Fiction,Audiobook,Adult Fiction,Book Club",426 pages, Hardcover,"First published August 21, 2012",2,491
False,4.5,,392 pages, Paperback,"First published June 28, 2010",8,6
True,4.13,"Romance,Dark,High School,New Adult,Contemporary,Contemporary Romance,Young Adult",358 pages, Kindle Edition,"First published January 22, 2020",48,30k
False,3.55,"Young Adult,Fantasy,Horror,Paranormal,Urban Fantasy,Fiction,Supernatural",343 pages, Hardcover,"First published September 21, 2010",15,2336
True,3.87,"Childrens,Young Adult,Paranormal",Hardcover,Hardcover,"First published January 1, 2004",667,267
False,4.22,"Nonfiction,Memoir,LGBT,Queer,Biography,Audiobook,Religion",272 pages, Hardcover,"First published September 24, 2019",5,67
False,3.83,"Fiction,Japan,Japanese Literature,Magical Realism,Contemporary,Romance,Novels",229 pages, Paperback,"First published April 20, 1999",545,117k
True,4.03,"Science,Childrens,Middle Grade,Nonfiction,Adventure,Space,Physics",297 pages, Hardcover,"First published January 1, 2007",41,172
False,3.73,"Fiction,Crime,Mystery,New York,Novels,Audiobook,Mystery Thriller",464 pages, Hardcover,"First published March 1, 2008",202,770
False,4.33,"Nonfiction,Science,Environment,Climate Change,Audiobook,Nature,History",400 pages, Hardcover,"First published July 11, 2023",10,293
False,3.64,"Romance,Mystery,Contemporary,Contemporary Romance,Adult,Fiction,Thriller",295 pages, ebook,"First published June 6, 2022",84,53k
True,4.18,"Urban Fantasy,Fantasy,Paranormal,Magic,Fiction,Supernatural,Shapeshifters",384 pages, Paperback,"First published January 1, 2012",84,1776
False,4.03,"Short Stories,Fiction,Contemporary,Romance,Humor,Audiobook,Comedy",244 pages, Hardcover,"First published June 11, 2019",3,482
True,4.11,"Graphic Novels,Middle Grade,Fiction,Realistic Fiction,Childrens,Juvenile,New York",160 pages, Hardcover,"First published October 3, 2023",929,2786
True,4.36,"Fantasy,Romance,Fantasy Romance,New Adult,Vampires,Fiction,Paranormal",637 pages, Kindle Edition,"First published September 1, 2020",148,132k
True,4.53,"Mystery,Romantic Suspense,Thriller,Fiction,Suspense,Audiobook,Mystery Thriller",304 pages, Kindle Edition,"First published September 12, 2023",43,20.9k
True,3.88,"Paranormal Romance,Paranormal,Urban Fantasy,Romance,Fantasy,Magic,Shapeshifters",232 pages, Paperback,"First published June 5, 2002",109,5848
False,4.11,"Fiction,Baseball,Canada",464 pages, Paperback,"First published January 1, 1983",23,36
True,4.06,"Romance,Dark,Contemporary,Erotica,Contemporary Romance,Suspense,Adult",416 pages, Kindle Edition,"First published July 7, 2015",97,16.3k
True,4.02,"Fantasy,Fiction,Epic Fantasy,High Fantasy,Science Fiction Fantasy,Magic,Adventure",502 pages, Mass Market Paperback,"First published January 1, 1991",333,5303
False,4.36,"Middle Grade,Realistic Fiction,Family,Animals,Sports,Childrens,Contemporary",272 pages, Hardcover,"First published June 2, 2020",5,212
True,4.05,"Mystery,Crime,Fiction,Thriller,Mystery Thriller,Suspense,Murder Mystery",448 pages, Mass Market Paperback,"First published July 17, 2001",159,16k
False,3.81,"Romance,Romantic Suspense,Suspense,Contemporary,Contemporary Romance,Mystery,Fiction",341 pages, Hardcover,"Published July 1, 2008",278,6853
True,4.47,"Fantasy,Mythology,Young Adult,Fiction,Middle Grade,Adventure,Greek Mythology",586 pages, Hardcover,"First published October 2, 2012",241,423k
True,3.88,"Fantasy,Fiction,High Fantasy,Magic,Epic Fantasy,Science Fiction Fantasy,Science Fiction",624 pages, Mass Market Paperback,"First published January 1, 2004",12,48
False,4.0,,113 pages, Paperback,"First published January 26, 1999",60,0
False,4.07,"Picture Books,Childrens,Fantasy,Humor,Fairy Tales,Fiction,Princesses",32 pages, Hardcover,"First published April 1, 2005",135,26
False,4.06,"Thriller,Mystery,Romance,Fiction,Mystery Thriller,Suspense,Audiobook",390 pages, Kindle Edition,"First published November 1, 2023",58,25.9k
False,4.1,"Writing,Nonfiction,Feminism,Biography,Womens,History,Gender",144 pages, Paperback,"First published January 1, 1988",44,35
False,4.14,"Baseball,Sports,Nonfiction,History",464 pages, Paperback,"First published May 2, 1994",147,179
False,3.81,"Travel,Nonfiction,Memoir,Biography,Biography Memoir,Italy,France",295 pages, Paperback,"First published April 1, 2000",4,143
True,3.73,"Nonfiction,Essays,Books About Books,Humor,Memoir,British Literature,Music",143 pages, Paperback,"First published January 1, 2004",101,9488
True,4.13,"Fantasy,Fiction,Science Fiction Fantasy,High Fantasy,Magic,Epic Fantasy,Shapeshifters",544 pages, Mass Market Paperback,"First published December 1, 1992",110,755
False,4.3,Music,329 pages, Paperback,"First published May 1, 1995",8,4
False,3.97,"Fiction,Historical Fiction,Contemporary,Novels,Literary Fiction,Adult,Adult Fiction",326 pages, Paperback,"First published January 1, 2005",61,13.9k
False,4.11,"Fiction,Contemporary,Audiobook,Music,Medical,Adult,Adult Fiction",307 pages, Hardcover,"First published March 20, 2018",20,10k
True,3.62,"Romance,Contemporary,Sports Romance,Sports,Contemporary Romance,Fiction,Adult",373 pages, Paperback,"First published September 5, 2023",6,25.2k
True,3.72,"Zombies,Dystopia,Young Adult,Horror,Post Apocalyptic,Fantasy,Urban Fantasy",390 pages, Paperback,"First published September 13, 2011",18,193
True,4.03,"Fantasy,Young Adult,Fiction,Dragons,Adventure,Magic,High Fantasy",704 pages, Paperback,"First published August 23, 2005",72,38.3k
True,4.28,"Paranormal,Romance,Paranormal Romance,Historical Romance,Historical,Magic,Fantasy",322 pages, Mass Market Paperback,"First published January 31, 2012",271,4436
False,3.87,"Nonfiction,Biography,Travel,Memoir,Humor,Comedy,Audiobook",205 pages, Paperback,"First published August 1, 2005",134,83
False,3.74,"History,Nonfiction",324 pages, Paperback,"First published May 15, 1999",5,5
True,3.99,"Fantasy,Fiction,Dragons,Young Adult,High Fantasy,Adventure,Romance",432 pages, Mass Market Paperback,"First published March 13, 1986",9,63
True,3.73,"Mystery,Cozy Mystery,Fiction,Mystery Thriller,Adult Fiction,Murder Mystery,American",240 pages, Mass Market Paperback,"First published October 24, 1992",93,416
True,3.62,"Mystery,Detective",203 pages, Hardcover,"First published January 1, 1980",48,10
True,3.87,"Fantasy,Fiction,Science Fiction,Religion,Humor,Novels,Science Fiction Fantasy",371 pages, Paperback,"First published January 1, 1994",105,307
True,3.78,"Horror,Fantasy,Fiction,Gothic,Historical Fiction,Mystery,Southern Gothic",189 pages, Mass Market Paperback,"First published January 1, 1983",61,1142
True,3.97,"Romance,Contemporary Romance,Contemporary,Audiobook,Adult,New Adult,Fiction",384 pages, ebook,"First published September 4, 2018",74,15.2k
False,3.98,"Self Help,Nonfiction,Spirituality,Inspirational,Psychology,Personal Development,Philosophy",528 pages, Hardcover,"First published January 1, 1995",51,509
